brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,seats,torque_nm,mileage_kmpl
Dodge,Ram 2500 ST,2010,"151,544 mi.",Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Brown,Gray,At least 1 accident or damage reported,Yes,"$17,700",5,770.0,8.833463840028625
Chevrolet,Camaro 2SS,2012,"60,345 mi.",Gasoline,400.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Yellow,Black,None reported,Yes,"$26,950",5,837.0,14.792126741553636
Dodge,Challenger SE,2010,"90,305 mi.",Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$12,000",5,472.0,9.055428055081192
Jeep,Grand Cherokee L Limited,2022,"13,275 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Velvet Red Pearlcoat,Global Black,None reported,,"$42,599",5,486.0,10.689565022300966
Chevrolet,Camaro 2SS,2018,"8,660 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$45,000",5,837.0,12.092908409009327
Ford,F-350 Lariat,2021,"28,220 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,Yes,"$73,600",5,1200.0,10.13985871302121
Ford,F-250 King Ranch,2015,"97,700 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,–,None reported,Yes,"$39,950",5,1200.0,12.325814245513858
Chevrolet,Corvette Stingray w/3LT,2023,"4,200 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$98,000",5,837.0,11.15563563219851
Bentley,Continental GT V8 First Edition,2020,"27,404 mi.",Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,,"$199,991",5,540.0,14.092301535181118
Lincoln,MKC Reserve,2016,"100,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,"$24,000",5,270.0,9.824492659866715
Ford,Excursion Limited,2001,"333,361 mi.",Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$17,000",5,1200.0,8.600602731371723
Land,Rover Discovery SE,2018,"63,295 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,"$29,993",5,405.0,9.56077563113844
Land,Rover Defender V8,2022,"3,000 mi.",Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"$96,500",5,675.0,13.47916626147012
Chevrolet,Silverado 1500 2LT,2014,"102,604 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Gray,None reported,Yes,"$25,500",5,716.0,11.27418521321882
Mercedes-Benz,AMG G 63 Base,2017,"39,800 mi.",Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,None reported,Yes,"$99,000",5,742.0,13.609937732697889
Ford,F-250 XLT,2019,"124,000 mi.",E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,"$40,100",5,837.0,14.199240323641249
Tesla,Model 3 Base,2022,"12,080 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$36,750",5,472.0,9.713489689547467
Lexus,LX 570 Three-Row,2018,"39,300 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$69,500",5,770.0,8.566599833388581
INFINITI,QX60 Luxe,2019,"51,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,–,At least 1 accident or damage reported,Yes,"$29,000",5,472.0,10.035835613583531
Rivian,R1S Adventure Package,2023,250 mi.,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,Green,Black,,,"$97,500",5,472.0,9.677994839796826
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,"67,000 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,"$35,999",5,405.0,12.46764369540563
INFINITI,QX60 Base,2014,"95,400 mi.",Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,,,"$14,195",5,472.0,14.93544171821362
Hyundai,Sonata GLS,2013,"136,991 mi.",Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,"$11,000",5,324.0,12.367395393602614
Toyota,Tundra Limited,2022,"3,959 mi.",Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,"$55,000",5,459.0,10.975695066701462
Jeep,Grand Cherokee Limited,2020,"47,500 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Purple,Black,None reported,Yes,"$31,000",5,486.0,13.258586761015264
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,"176,691 mi.",Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$13,000",5,1200.0,9.717039853839925
Tesla,Model 3 Performance,2021,"33,000 mi.",,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,"$55,000",5,472.0,12.137349846391686
Mercedes-Benz,CLS-Class CLS 550,2014,"34,600 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$27,500",5,634.0,14.13333521096392
RAM,2500 SLT,2014,"84,500 mi.",Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"$34,000",5,864.0,12.923137928369089
Kia,Sorento Hybrid EX,2022,"36,100 mi.",Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,White,None reported,Yes,"$37,500",5,216.0,14.224636266763111
Hyundai,Genesis 3.8,2015,"92,225 mi.",Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$17,000",5,513.0,13.95759543119125
Jeep,Compass Latitude,2020,"17,500 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Silver,Black,None reported,Yes,"$25,695",5,324.0,13.378666449673194
Ford,Fusion SE,2011,"114,323 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"$6,000",5,338.0,8.320511124122945
Toyota,FJ Cruiser Base,2014,"92,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,None reported,Yes,"$27,500",5,540.0,8.551095821109879
BMW,430 Gran Coupe i xDrive,2018,"29,025 mi.",Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,None reported,,"$29,998",5,270.0,12.324831797783316
Dodge,Durango SRT 392,2021,"17,000 mi.",Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"$65,000",5,864.0,9.431860552499618
Hyundai,Santa Fe GLS,2015,"96,476 mi.",Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,Yes,"$13,000",5,446.0,9.512754517571969
Volkswagen,Atlas 3.6L SEL Premium,2021,"36,311 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,"$39,127",5,486.0,13.524072631541925
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,"56,842 mi.",Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"$35,000",5,675.0,11.607007588430658
Nissan,Murano SV,2021,"23,677 mi.",Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,Sunset Drift Chromaflair,Graphite,None reported,,"$29,510",5,472.0,11.23867145577604
Buick,Envision Essence,2020,"27,340 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,,"$31,700",5,338.0,8.292051739140923
Chevrolet,Silverado 1500 RST,2020,"26,177 mi.",Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,,,"$41,986",5,716.0,10.965930538543711
Pontiac,Solstice GXP,2009,"122,348 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,"$10,000",5,270.0,14.947920043368946
BMW,640 Gran Coupe i xDrive,2015,"98,000 mi.",Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,"$22,500",5,405.0,11.767935815397069
Tesla,Model 3 Standard Range Plus,2019,"32,300 mi.",,Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$29,000",5,472.0,11.444731482282316
MINI,Countryman Cooper S,2019,"18,997 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"$26,750",5,270.0,14.970839514584886
Porsche,Boxster GTS,2016,"40,350 mi.",Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$67,995",5,459.0,10.9156831827587
Ford,Expedition EL King Ranch,2011,"156,856 mi.",E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Brown,None reported,Yes,"$14,300",5,729.0,12.260498001404
Bentley,Continental GT GT Speed,2022,"1,919 mi.",Gasoline,12 Cylinder Engine,8-SPEED A/T,Granite,Porpoise,None reported,,"$289,991",5,810.0,10.390227425420434
BMW,X5 M Base,2017,"61,773 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"$46,000",5,594.0,11.175826972042293
Ford,Mustang GT Premium,2011,"74,500 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$22,000",5,675.0,14.541871244544614
Jeep,Compass Sport,2016,"99,000 mi.",Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$5,000",5,324.0,11.822978636605098
INFINITI,G37 Sport,2008,"63,496 mi.",Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"$15,000",5,500.0,14.645178023332008
Ford,F-150 XLT,2022,"18,465 mi.",Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,None reported,Yes,"$47,500",5,472.0,13.861893601127296
Porsche,911 Carrera 4S,2007,"42,635 mi.",Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,"$72,995",5,513.0,11.377206350100275
INFINITI,G35 Base,2005,"99,000 mi.",Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"$18,900",5,472.0,9.363252548140396
Chrysler,300C Base,2013,"87,500 mi.",Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"$13,750",5,486.0,8.377269189610153
Toyota,Camry Solara SLE,2007,"138,000 mi.",Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"$6,800",5,446.0,13.967357077195526
Lexus,IS 300 Base,2018,"70,891 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"$28,995",5,472.0,14.45126611871266
Buick,Enclave Essence,2020,"55,403 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$29,444",5,486.0,8.116073942885631
BMW,M4 Competition xDrive,2022,"3,213 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,"$89,995",5,405.0,12.49782877606438
Pontiac,GTO Base,2005,"142,314 mi.",Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Red,At least 1 accident or damage reported,Yes,"$21,999",5,810.0,14.967681833458435
Toyota,FJ Cruiser Base,2013,"53,000 mi.",Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"$36,740",5,540.0,14.015179867992636
Hyundai,Elantra SE,2014,"120,250 mi.",Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"$7,500",5,243.0,8.799670662372046
Porsche,Macan S,2015,"72,329 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$29,500",5,405.0,13.347340667560353
Hummer,H3 Base,2007,"153,692 mi.",Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Black,None reported,Yes,"$9,995",5,500.0,11.5586564104777
Tesla,Model 3 Long Range,2021,"32,670 mi.",,Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,"$37,000",5,472.0,9.855237885586211
Ford,Transit-350 Base,2018,"235,000 mi.",Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,,,"$18,000",5,500.0,11.164695771493468
Rivian,R1T Launch Edition,2022,"8,681 mi.",,835.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,"$82,000",5,472.0,11.948819397402396
Audi,S4 3.0 Prestige,2012,"98,400 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,"$18,000",5,405.0,8.320046605976454
Toyota,4Runner SR5 Premium,2023,"1,400 mi.",Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$46,500",5,540.0,10.34531021413029
Tesla,Model 3 Mid Range,2018,"32,000 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,"$29,999",5,472.0,9.997143131958795
Ford,F-250 Base,1997,"92,800 mi.",Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,"$9,000",5,783.0,14.807176500960942
Mercedes-Benz,G-Class G 550 4MATIC,2021,"75,151 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$130,000",5,540.0,11.430331589705563
Subaru,Legacy 2.5 GT spec.B,2008,"94,000 mi.",Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,Yes,"$12,500",5,338.0,9.009837933662023
Mercedes-Benz,E-Class E 350,2014,"67,350 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,–,At least 1 accident or damage reported,Yes,"$18,700",5,472.0,8.65049149550439
BMW,M3 Base,2001,"66,500 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,"$21,000",5,432.0,14.495734314818431
Mercedes-Benz,C-Class C 250 Sport,2014,"70,612 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"$14,500",5,243.0,10.708006266050132
Toyota,Sienna XLE Limited,2007,"112,630 mi.",Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"$11,500",5,472.0,11.585077953993038
Dodge,Avenger SE,2014,"124,705 mi.",E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,"$6,499",5,486.0,14.439456749355628
BMW,M240 i,2018,"61,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,"$34,000",5,405.0,13.326758331426
RAM,3500 SLT,2017,"157,272 mi.",Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"$32,999",5,1200.0,12.08536477167068
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,"84,000 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Gray,None reported,Yes,"$20,399",5,405.0,10.080566654812364
Jeep,Gladiator Rubicon,2020,"27,981 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"$47,500",5,486.0,12.84790866232214
Bentley,Continental GT Base,2009,"18,000 mi.",Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,"$63,000",5,810.0,14.76004874349913
Tesla,Model 3 Long Range,2019,"27,123 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Red,Black,None reported,Yes,"$38,200",5,472.0,8.080242779648527
Chevrolet,Corvette Stingray w/2LT,2021,"3,053 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$83,900",5,837.0,14.506699857559266
Audi,Q5 3.0T Premium Plus,2015,"60,251 mi.",Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$19,000",5,405.0,10.678408703908197
Mazda,MX-5 Miata Club,2021,"5,093 mi.",Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"$28,000",5,270.0,8.282120878650932
Bentley,Bentayga W12 Signature,2018,"31,875 mi.",Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"$115,785",5,810.0,12.162408848138927
Mercedes-Benz,S-Class S500,2005,"175,722 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"$7,000",5,675.0,13.630272955827769
BMW,M6 Base,2015,"17,900 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$59,900",5,594.0,13.651330440285832
GMC,Yukon SLT,2015,"142,792 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,"$22,999",5,716.0,8.6155238249266
BMW,750 iL,2001,"53,814 mi.",Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,,,"$11,800",5,729.0,14.096652306296674
Toyota,Tundra Limited,2010,"89,400 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"$26,900",5,770.0,10.385453576338394
Chrysler,300C Base,2007,"86,000 mi.",Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,"$15,000",5,770.0,12.710681219695104
smart,ForTwo Pure,2008,"61,595 mi.",Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,"$5,000",5,135.0,14.082754249963244
Toyota,Tundra SR,2018,"74,000 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,"$38,000",5,770.0,12.33914249348288
Hummer,H2 Base,2004,"130,000 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"$16,500",5,810.0,9.106116002992952
BMW,ALPINA B7 Base,2015,"86,000 mi.",Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,"$29,000",5,594.0,12.120298220214623
Land,Rover Range Rover Sport Supercharged,2008,"140,600 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,"$7,500",5,567.0,10.52155080973106
Audi,A4 2.0T Tech Premium,2018,"27,532 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,"$27,900",5,270.0,13.546940417336987
Ford,Focus SE,2017,"91,000 mi.",E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,Yes,"$12,500",5,270.0,8.152537061637528
Mercedes-Benz,E-Class E 550 4MATIC,2014,"63,000 mi.",Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$28,500",5,634.0,10.8473983737625
Jeep,Wrangler Unlimited 4xe Sahara,2022,"10,500 mi.",Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Green,Beige,None reported,Yes,"$49,999",5,270.0,11.580076742510048
Mercedes-Benz,M-Class ML 350 4MATIC,2014,"75,073 mi.",E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,Gray,Black,None reported,Yes,"$21,500",5,472.0,11.747958080305953
Jeep,Wrangler Sahara,2008,"140,000 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,–,At least 1 accident or damage reported,Yes,"$9,000",5,513.0,9.25806119380314
Mercedes-Benz,A-Class A 220 4MATIC,2019,"30,300 mi.",Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,"$30,500",5,270.0,11.092211047452595
Chevrolet,Malibu 1LT,2009,"139,000 mi.",Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$4,200",5,324.0,13.8336920248666
Hummer,H3 Base,2006,"118,000 mi.",Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"$17,900",5,472.0,12.623825749590395
BMW,i8 Base,2015,"51,000 mi.",Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,"$53,000",5,202.0,13.550355584200371
Cadillac,XLR Base,2009,"69,423 mi.",Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,"$36,500",5,621.0,13.0972518783839
Lincoln,MKZ Select,2017,"52,284 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$12,500",5,270.0,11.29646574968041
Chevrolet,Silverado 1500 W/T,2006,"111,228 mi.",Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$4,000",5,580.0,8.003146378004946
Land,Rover Range Rover Sport HSE,2019,"52,300 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"$49,900",5,405.0,12.507671241291613
Nissan,Titan SL,2021,"95,993 mi.",Gasoline,5.6L V8 32V GDI DOHC,9-Speed Automatic,White,Black,None reported,Yes,"$32,612",5,756.0,14.288599227251428
Kia,Telluride SX,2022,"26,716 mi.",Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,Dark Moss,Black,None reported,,"$47,541",5,513.0,8.01749294094014
Chevrolet,Tahoe RST,2023,"39,517 mi.",Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,At least 1 accident or damage reported,,"$67,190",5,716.0,9.202061594985611
Ford,Mustang GT Premium,2019,"31,600 mi.",Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,"$41,000",5,675.0,11.100328906956436
BMW,330 i,2017,"83,298 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$18,300",5,270.0,13.51455169480587
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,"95,212 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,"$31,599",5,405.0,11.56022658376741
Porsche,911 Carrera,2010,"61,600 mi.",Gasoline,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$51,750",5,486.0,12.670788634240314
INFINITI,QX56 Base,2011,"130,921 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Beige,None reported,Yes,"$12,000",5,756.0,14.536530478873896
